ProviderType,DFTA ID,ContractYear,SponsorName,ProgramName,ServiceID,ServiceName,BudgetedUnits
SENIOR CENTER CONTRACTS,13L01,2019,BRONXWORKS INC,E. Roberts Moore Neighborhood Senior Center,EDRC,EDUCATION/RECREATION,24
SENIOR CENTER CONTRACTS,13L01,2019,BRONXWORKS INC,E. Roberts Moore Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,220
SENIOR CENTER CONTRACTS,13L01,2019,BRONXWORKS INC,E. Roberts Moore Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,912
SENIOR CENTER CONTRACTS,13L01,2019,BRONXWORKS INC,E. Roberts Moore Neighborhood Senior Center,SCCA,SR CTR CASE ASSISTANCE,450
SENIOR CENTER CONTRACTS,13L01,2019,BRONXWORKS INC,E. Roberts Moore Neighborhood Senior Center,SCED,EDUCATION,286
SENIOR CENTER CONTRACTS,13L01,2019,BRONXWORKS INC,E. Roberts Moore Neighborhood Senior Center,SCIN,SR CTR INFORMATION,12
SENIOR CENTER CONTRACTS,13L01,2019,BRONXWORKS INC,E. Roberts Moore Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,12
SENIOR CENTER CONTRACTS,13L01,2019,BRONXWORKS INC,E. Roberts Moore Neighborhood Senior Center,TECH,TECHNOLOGY,300
SENIOR CENTER CONTRACTS,13M01,2019,BRONXWORKS INC,East Concourse Neighborhood Senior Center,ARTS,ARTS,88
SENIOR CENTER CONTRACTS,13M01,2019,BRONXWORKS INC,East Concourse Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,32500
SENIOR CENTER CONTRACTS,13M01,2019,BRONXWORKS INC,East Concourse Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,104
SENIOR CENTER CONTRACTS,13M01,2019,BRONXWORKS INC,East Concourse Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,5824
SENIOR CENTER CONTRACTS,13M01,2019,BRONXWORKS INC,East Concourse Neighborhood Senior Center,SCCA,SR CTR CASE ASSISTANCE,50
SENIOR CENTER CONTRACTS,13M01,2019,BRONXWORKS INC,East Concourse Neighborhood Senior Center,SCED,EDUCATION,548
SENIOR CENTER CONTRACTS,13M01,2019,BRONXWORKS INC,East Concourse Neighborhood Senior Center,SCIN,SR CTR INFORMATION,112
SENIOR CENTER CONTRACTS,13M01,2019,BRONXWORKS INC,East Concourse Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,360
SENIOR CENTER CONTRACTS,13M01,2019,BRONXWORKS INC,East Concourse Neighborhood Senior Center,TECH,TECHNOLOGY,208
SENIOR CENTER CONTRACTS,13N01,2019,CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMMMUNIT,Marble Hill Neighborhood Senior Center,ARTS,ARTS,60
SENIOR CENTER CONTRACTS,13N01,2019,CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMMMUNIT,Marble Hill Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,15000
SENIOR CENTER CONTRACTS,13N01,2019,CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMMMUNIT,Marble Hill Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,432
SENIOR CENTER CONTRACTS,13N01,2019,CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMMMUNIT,Marble Hill Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,2080
SENIOR CENTER CONTRACTS,13N01,2019,CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMMMUNIT,Marble Hill Neighborhood Senior Center,SCCA,SR CTR CASE ASSISTANCE,180
SENIOR CENTER CONTRACTS,13N01,2019,CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMMMUNIT,Marble Hill Neighborhood Senior Center,SCED,EDUCATION,460
SENIOR CENTER CONTRACTS,13N01,2019,CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMMMUNIT,Marble Hill Neighborhood Senior Center,SCIN,SR CTR INFORMATION,63
SENIOR CENTER CONTRACTS,13N01,2019,CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMMMUNIT,Marble Hill Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,72
SENIOR CENTER CONTRACTS,13N01,2019,CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMMMUNIT,Marble Hill Neighborhood Senior Center,TECH,TECHNOLOGY,26
SENIOR CENTER CONTRACTS,13P01,2019,CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMMMUNIT,Mosholu Montefiore Neighborhood Senior Center,ARTS,ARTS,250
SENIOR CENTER CONTRACTS,13P01,2019,CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMMMUNIT,Mosholu Montefiore Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,21250
SENIOR CENTER CONTRACTS,13P01,2019,CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMMMUNIT,Mosholu Montefiore Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,750
SENIOR CENTER CONTRACTS,13P01,2019,CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMMMUNIT,Mosholu Montefiore Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,2860
SENIOR CENTER CONTRACTS,13P01,2019,CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMMMUNIT,Mosholu Montefiore Neighborhood Senior Center,SCCA,SR CTR CASE ASSISTANCE,1080
SENIOR CENTER CONTRACTS,13P01,2019,CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMMMUNIT,Mosholu Montefiore Neighborhood Senior Center,SCED,EDUCATION,150
SENIOR CENTER CONTRACTS,13P01,2019,CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMMMUNIT,Mosholu Montefiore Neighborhood Senior Center,SCIN,SR CTR INFORMATION,63
SENIOR CENTER CONTRACTS,13P01,2019,CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMMMUNIT,Mosholu Montefiore Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,90
SENIOR CENTER CONTRACTS,13P01,2019,CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMMMUNIT,Mosholu Montefiore Neighborhood Senior Center,TECH,TECHNOLOGY,180
SENIOR CENTER CONTRACTS,13P02,2019,CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMMMUNIT,Fort Independence Social Club,ARTS,ARTS,109
SENIOR CENTER CONTRACTS,13P02,2019,CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMMMUNIT,Fort Independence Social Club,CNLH,CONGREGATE LUNCH,12500
SENIOR CENTER CONTRACTS,13P02,2019,CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMMMUNIT,Fort Independence Social Club,HLMG,HEALTH MANAGEMENT,520
SENIOR CENTER CONTRACTS,13P02,2019,CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMMMUNIT,Fort Independence Social Club,PHEX,PHYSICAL HEALTH/EXERCISE,664
SENIOR CENTER CONTRACTS,13P02,2019,CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMMMUNIT,Fort Independence Social Club,SCCA,SR CTR CASE ASSISTANCE,385
SENIOR CENTER CONTRACTS,13P02,2019,CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMMMUNIT,Fort Independence Social Club,SCED,EDUCATION,59
SENIOR CENTER CONTRACTS,13P02,2019,CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMMMUNIT,Fort Independence Social Club,SCIN,SR CTR INFORMATION,89
SENIOR CENTER CONTRACTS,13P02,2019,CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMMMUNIT,Fort Independence Social Club,SCNE,SR CTR NUTRITION EDUC,48
SENIOR CENTER CONTRACTS,13P02,2019,CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMMMUNIT,Fort Independence Social Club,TECH,TECHNOLOGY,104
SENIOR CENTER CONTRACTS,13Q01,2019,EAST SIDE HOUSE INC,Mitchell Neighborhood Senior Center,ARTS,ARTS,104
SENIOR CENTER CONTRACTS,13Q01,2019,EAST SIDE HOUSE INC,Mitchell Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,15000
SENIOR CENTER CONTRACTS,13Q01,2019,EAST SIDE HOUSE INC,Mitchell Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,2600
SENIOR CENTER CONTRACTS,13Q01,2019,EAST SIDE HOUSE INC,Mitchell Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,1144
SENIOR CENTER CONTRACTS,13Q01,2019,EAST SIDE HOUSE INC,Mitchell Neighborhood Senior Center,SCCA,SR CTR CASE ASSISTANCE,240
SENIOR CENTER CONTRACTS,13Q01,2019,EAST SIDE HOUSE INC,Mitchell Neighborhood Senior Center,SCED,EDUCATION,260
SENIOR CENTER CONTRACTS,13Q01,2019,EAST SIDE HOUSE INC,Mitchell Neighborhood Senior Center,SCIN,SR CTR INFORMATION,98
SENIOR CENTER CONTRACTS,13Q01,2019,EAST SIDE HOUSE INC,Mitchell Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,300
SENIOR CENTER CONTRACTS,13Q01,2019,EAST SIDE HOUSE INC,Mitchell Neighborhood Senior Center,TECH,TECHNOLOGY,52
SENIOR CENTER CONTRACTS,13R01,2019,EAST SIDE HOUSE INC,Melrose Mott Haven Neighborhood Senior Center,ARTS,ARTS,104
SENIOR CENTER CONTRACTS,13R01,2019,EAST SIDE HOUSE INC,Melrose Mott Haven Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,25000
SENIOR CENTER CONTRACTS,13R01,2019,EAST SIDE HOUSE INC,Melrose Mott Haven Neighborhood Senior Center,ESCT,ESCORT,2760
SENIOR CENTER CONTRACTS,13R01,2019,EAST SIDE HOUSE INC,Melrose Mott Haven Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,3120
SENIOR CENTER CONTRACTS,13R01,2019,EAST SIDE HOUSE INC,Melrose Mott Haven Neighborhood Senior Center,ITEL,IN-HOME TELEPHONE,1680
SENIOR CENTER CONTRACTS,13R01,2019,EAST SIDE HOUSE INC,Melrose Mott Haven Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,4680
SENIOR CENTER CONTRACTS,13R01,2019,EAST SIDE HOUSE INC,Melrose Mott Haven Neighborhood Senior Center,SCCA,SR CTR CASE ASSISTANCE,420
SENIOR CENTER CONTRACTS,13R01,2019,EAST SIDE HOUSE INC,Melrose Mott Haven Neighborhood Senior Center,SCED,EDUCATION,416
SENIOR CENTER CONTRACTS,13R01,2019,EAST SIDE HOUSE INC,Melrose Mott Haven Neighborhood Senior Center,SCIN,SR CTR INFORMATION,195
SENIOR CENTER CONTRACTS,13R01,2019,EAST SIDE HOUSE INC,Melrose Mott Haven Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,300
SENIOR CENTER CONTRACTS,13R01,2019,EAST SIDE HOUSE INC,Melrose Mott Haven Neighborhood Senior Center,TECH,TECHNOLOGY,104
SENIOR CENTER CONTRACTS,13R02,2019,EAST SIDE HOUSE INC,Patterson Houses Senior Center,CNLH,CONGREGATE LUNCH,6218
SENIOR CENTER CONTRACTS,13S01,2019,HOPE OF ISRAEL SENIOR CITIZENS CENTER INC,Hope of Israel Neighborhood Senior Center,ARTS,ARTS,624
SENIOR CENTER CONTRACTS,13S01,2019,HOPE OF ISRAEL SENIOR CITIZENS CENTER INC,Hope of Israel Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,18750
SENIOR CENTER CONTRACTS,13S01,2019,HOPE OF ISRAEL SENIOR CITIZENS CENTER INC,Hope of Israel Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,1332
SENIOR CENTER CONTRACTS,13S01,2019,HOPE OF ISRAEL SENIOR CITIZENS CENTER INC,Hope of Israel Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,2400
SENIOR CENTER CONTRACTS,13S01,2019,HOPE OF ISRAEL SENIOR CITIZENS CENTER INC,Hope of Israel Neighborhood Senior Center,SCCA,SR CTR CASE ASSISTANCE,520
SENIOR CENTER CONTRACTS,13S01,2019,HOPE OF ISRAEL SENIOR CITIZENS CENTER INC,Hope of Israel Neighborhood Senior Center,SCED,EDUCATION,311
SENIOR CENTER CONTRACTS,13S01,2019,HOPE OF ISRAEL SENIOR CITIZENS CENTER INC,Hope of Israel Neighborhood Senior Center,SCIN,SR CTR INFORMATION,26
SENIOR CENTER CONTRACTS,13S01,2019,HOPE OF ISRAEL SENIOR CITIZENS CENTER INC,Hope of Israel Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,120
SENIOR CENTER CONTRACTS,13S01,2019,HOPE OF ISRAEL SENIOR CITIZENS CENTER INC,Hope of Israel Neighborhood Senior Center,TECH,TECHNOLOGY,240
SENIOR CENTER CONTRACTS,13T01,2019,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,Bronx River Neighborhood Senior Center,ARTS,ARTS,260
SENIOR CENTER CONTRACTS,13T01,2019,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,Bronx River Neighborhood Senior Center,CNBK,CONGREGATE BREAKFASTS,10804
SENIOR CENTER CONTRACTS,13T01,2019,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,Bronx River Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,23500
SENIOR CENTER CONTRACTS,13T01,2019,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,Bronx River Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,5460
SENIOR CENTER CONTRACTS,13T01,2019,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,Bronx River Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,8580
SENIOR CENTER CONTRACTS,13T01,2019,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,Bronx River Neighborhood Senior Center,SCCA,SR CTR CASE ASSISTANCE,1097
SENIOR CENTER CONTRACTS,13T01,2019,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,Bronx River Neighborhood Senior Center,SCED,EDUCATION,260
SENIOR CENTER CONTRACTS,13T01,2019,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,Bronx River Neighborhood Senior Center,SCIN,SR CTR INFORMATION,47
SENIOR CENTER CONTRACTS,13T01,2019,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,Bronx River Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,240
SENIOR CENTER CONTRACTS,13T01,2019,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,Bronx River Neighborhood Senior Center,TECH,TECHNOLOGY,260
SENIOR CENTER CONTRACTS,13U01,2019,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,James Monroe Neighborhood Senior Center,ARTS,ARTS,260
SENIOR CENTER CONTRACTS,13U01,2019,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,James Monroe Neighborhood Senior Center,CNBK,CONGREGATE BREAKFASTS,20000
SENIOR CENTER CONTRACTS,13U01,2019,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,James Monroe Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,37000
SENIOR CENTER CONTRACTS,13U01,2019,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,James Monroe Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,3150
SENIOR CENTER CONTRACTS,13U01,2019,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,James Monroe Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,10431
SENIOR CENTER CONTRACTS,13U01,2019,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,James Monroe Neighborhood Senior Center,SCCA,SR CTR CASE ASSISTANCE,340
SENIOR CENTER CONTRACTS,13U01,2019,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,James Monroe Neighborhood Senior Center,SCED,EDUCATION,260
SENIOR CENTER CONTRACTS,13U01,2019,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,James Monroe Neighborhood Senior Center,SCIN,SR CTR INFORMATION,15
SENIOR CENTER CONTRACTS,13U01,2019,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,James Monroe Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,240
SENIOR CENTER CONTRACTS,13U01,2019,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,James Monroe Neighborhood Senior Center,TECH,TECHNOLOGY,260
SENIOR CENTER CONTRACTS,13V01,2019,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,Arturo Schomburg Neighborhood Senior Center,ARTS,ARTS,260
SENIOR CENTER CONTRACTS,13V01,2019,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,Arturo Schomburg Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,19200
SENIOR CENTER CONTRACTS,13V01,2019,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,Arturo Schomburg Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,3900
SENIOR CENTER CONTRACTS,13V01,2019,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,Arturo Schomburg Neighborhood Senior Center,ITEL,IN-HOME TELEPHONE,1250
SENIOR CENTER CONTRACTS,13V01,2019,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,Arturo Schomburg Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,8008
SENIOR CENTER CONTRACTS,13V01,2019,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,Arturo Schomburg Neighborhood Senior Center,SCCA,SR CTR CASE ASSISTANCE,300
SENIOR CENTER CONTRACTS,13V01,2019,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,Arturo Schomburg Neighborhood Senior Center,SCED,EDUCATION,438
SENIOR CENTER CONTRACTS,13V01,2019,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,Arturo Schomburg Neighborhood Senior Center,SCIN,SR CTR INFORMATION,38
SENIOR CENTER CONTRACTS,13V01,2019,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,Arturo Schomburg Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,380
SENIOR CENTER CONTRACTS,13V01,2019,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,Arturo Schomburg Neighborhood Senior Center,TECH,TECHNOLOGY,260
SENIOR CENTER CONTRACTS,13X01,2019,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,Betances Neighborhood Senior Center,ARTS,ARTS,468
SENIOR CENTER CONTRACTS,13X01,2019,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,Betances Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,33500
SENIOR CENTER CONTRACTS,13X01,2019,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,Betances Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,3120
SENIOR CENTER CONTRACTS,13X01,2019,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,Betances Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,9420
SENIOR CENTER CONTRACTS,13X01,2019,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,Betances Neighborhood Senior Center,SCCA,SR CTR CASE ASSISTANCE,475
SENIOR CENTER CONTRACTS,13X01,2019,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,Betances Neighborhood Senior Center,SCED,EDUCATION,208
SENIOR CENTER CONTRACTS,13X01,2019,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,Betances Neighborhood Senior Center,SCIN,SR CTR INFORMATION,50
SENIOR CENTER CONTRACTS,13X01,2019,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,Betances Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,280
SENIOR CENTER CONTRACTS,13X01,2019,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,Betances Neighborhood Senior Center,TECH,TECHNOLOGY,104
SENIOR CENTER CONTRACTS,13Y01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Van Cortlandt Neighborhood Senior Center,ARTS,ARTS,81
SENIOR CENTER CONTRACTS,13Y01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Van Cortlandt Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,15500
SENIOR CENTER CONTRACTS,13Y01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Van Cortlandt Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,546
SENIOR CENTER CONTRACTS,13Y01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Van Cortlandt Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,2435
SENIOR CENTER CONTRACTS,13Y01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Van Cortlandt Neighborhood Senior Center,SCCA,SR CTR CASE ASSISTANCE,288
SENIOR CENTER CONTRACTS,13Y01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Van Cortlandt Neighborhood Senior Center,SCED,EDUCATION,243
SENIOR CENTER CONTRACTS,13Y01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Van Cortlandt Neighborhood Senior Center,SCIN,SR CTR INFORMATION,55
SENIOR CENTER CONTRACTS,13Y01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Van Cortlandt Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,72
SENIOR CENTER CONTRACTS,13Y01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Van Cortlandt Neighborhood Senior Center,TECH,TECHNOLOGY,108
SENIOR CENTER CONTRACTS,13Z01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Coop City Neighborhood Senior Center,ARTS,ARTS,16
SENIOR CENTER CONTRACTS,13Z01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Coop City Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,15250
SENIOR CENTER CONTRACTS,13Z01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Coop City Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,330
SENIOR CENTER CONTRACTS,13Z01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Coop City Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,1650
SENIOR CENTER CONTRACTS,13Z01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Coop City Neighborhood Senior Center,SCED,EDUCATION,100
SENIOR CENTER CONTRACTS,13Z01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Coop City Neighborhood Senior Center,SCIN,SR CTR INFORMATION,55
SENIOR CENTER CONTRACTS,13Z01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Coop City Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,45
SENIOR CENTER CONTRACTS,13Z01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Coop City Neighborhood Senior Center,TECH,TECHNOLOGY,76
SENIOR CENTER CONTRACTS,13Z01,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,Coop City Neighborhood Senior Center,TRAN,TRANSPORTATION,2250
SENIOR CENTER CONTRACTS,13Z02,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,JASA Einstein Senior Center,ARTS,ARTS,45
SENIOR CENTER CONTRACTS,13Z02,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,JASA Einstein Senior Center,CNLH,CONGREGATE LUNCH,15250
SENIOR CENTER CONTRACTS,13Z02,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,JASA Einstein Senior Center,HLMG,HEALTH MANAGEMENT,220
SENIOR CENTER CONTRACTS,13Z02,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,JASA Einstein Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,1730
SENIOR CENTER CONTRACTS,13Z02,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,JASA Einstein Senior Center,SCED,EDUCATION,308
SENIOR CENTER CONTRACTS,13Z02,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,JASA Einstein Senior Center,SCNE,SR CTR NUTRITION EDUC,45
SENIOR CENTER CONTRACTS,13Z02,2019,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,JASA Einstein Senior Center,TECH,TECHNOLOGY,100
SENIOR CENTER CONTRACTS,14A01,2019,MID BRONX SENIOR CITIZENS COUNCIL INC,Concourse Plaza Wellness Neighborhood Senior Center,ARTS,ARTS,260
SENIOR CENTER CONTRACTS,14A01,2019,MID BRONX SENIOR CITIZENS COUNCIL INC,Concourse Plaza Wellness Neighborhood Senior Center,CNDN,CONGREGATE DINNER,25000
SENIOR CENTER CONTRACTS,14A01,2019,MID BRONX SENIOR CITIZENS COUNCIL INC,Concourse Plaza Wellness Neighborhood Senior Center,CNLH,CONGREGATE LUNCH,10000
SENIOR CENTER CONTRACTS,14A01,2019,MID BRONX SENIOR CITIZENS COUNCIL INC,Concourse Plaza Wellness Neighborhood Senior Center,HLMG,HEALTH MANAGEMENT,1560
SENIOR CENTER CONTRACTS,14A01,2019,MID BRONX SENIOR CITIZENS COUNCIL INC,Concourse Plaza Wellness Neighborhood Senior Center,ITEL,IN-HOME TELEPHONE,800
SENIOR CENTER CONTRACTS,14A01,2019,MID BRONX SENIOR CITIZENS COUNCIL INC,Concourse Plaza Wellness Neighborhood Senior Center,IVST,IN-HOME VISITING,750
SENIOR CENTER CONTRACTS,14A01,2019,MID BRONX SENIOR CITIZENS COUNCIL INC,Concourse Plaza Wellness Neighborhood Senior Center,PHEX,PHYSICAL HEALTH/EXERCISE,5200
SENIOR CENTER CONTRACTS,14A01,2019,MID BRONX SENIOR CITIZENS COUNCIL INC,Concourse Plaza Wellness Neighborhood Senior Center,SCCA,SR CTR CASE ASSISTANCE,1000
SENIOR CENTER CONTRACTS,14A01,2019,MID BRONX SENIOR CITIZENS COUNCIL INC,Concourse Plaza Wellness Neighborhood Senior Center,SCED,EDUCATION,500
SENIOR CENTER CONTRACTS,14A01,2019,MID BRONX SENIOR CITIZENS COUNCIL INC,Concourse Plaza Wellness Neighborhood Senior Center,SCIN,SR CTR INFORMATION,625
SENIOR CENTER CONTRACTS,14A01,2019,MID BRONX SENIOR CITIZENS COUNCIL INC,Concourse Plaza Wellness Neighborhood Senior Center,SCNE,SR CTR NUTRITION EDUC,520
SENIOR CENTER CONTRACTS,14A01,2019,MID BRONX SENIOR CITIZENS COUNCIL INC,Concourse Plaza Wellness Neighborhood Senior Center,TECH,TECHNOLOGY,104
SENIOR CENTER CONTRACTS,14B01,2019,THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC,Thomas Guess Neighborhood Senior Center,ARTS,ARTS,698
